업종명,업소명,업소소재지(도로명),업소소재지(지번),소재지전화
이용업,백송,경기도 고양시 일산동구 백석로108번길 6-2 (백석동),경기도 고양시 일산동구 백석동 1158번지   , 031- 903-9807
이용업,대림,"경기도 고양시 일산동구 일산로 153, 상가동 B109-110호 (백석동)",경기도 고양시 일산동구 백석동 1186번지  백송마을 상가동 B109-110호, 031- 903-2777
이용업,쉼터,"경기도 고양시 일산동구 강송로113번길 7-9, 지층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1228번지 3호   B1층 일부호, 031- 903-2505
이용업,테크노이용,"경기도 고양시 일산동구 일산로 138 (백석동,일산테크노타운 부대동 B101호 테크노보석사우나 내)",경기도 고양시 일산동구 백석동 1141번지 1호  일산테크노타운 부대동 B101호 테크노보석사우나 내 , 031- 902-9941
이용업,유심천탕내이용원,"경기도 고양시 일산동구 강송로 119 (백석동,지층)",경기도 고양시 일산동구 백석동 1224번지  지층 , 031- 901-8131
이용업,승명,"경기도 고양시 일산동구 일산로286번길 7-2, 1층호 (마두동)",경기도 고양시 일산동구 마두동 903번지 4호   1층호, 031- 901-0300
이용업,신세계,"경기도 고양시 일산서구 중앙로 1493 (주엽동, 문촌마을12단지 에비뉴복합상가동1층1109호)",경기도 고양시 일산서구 주엽동 138번지  문촌마을12단지 에비뉴복합상가동1층1109호 , 031- 814-2828
이용업,마그넷탕,"경기도 고양시 일산서구 중앙로 1493 (주엽동, 문촌마을12단지복합상가 지하1001호)",경기도 고양시 일산서구 주엽동 138번지  문촌마을12단지복합상가 지하1001호 , 031- 813-0001
이용업,현화이용원,<REPLACE>,경기도 고양시 덕양구 화전동 203번지   ,  02-3159-9143
이용업,화영이발,"경기도 고양시 덕양구 화랑로165번길 17, 1(일부)층 (화전동)",경기도 고양시 덕양구 화전동 411번지 8호  1층일부 ,  02-3159-8476
이용업,북한산탕내이용원,<REPLACE>,경기도 고양시 덕양구 지축동 207번지 1호  지하1층 일부 ,  02- 381-9397
이용업,낙원이용원,<REPLACE>,경기도 고양시 덕양구 삼송동 60번지 4호   ,  02- 381-4272
이용업,오금이용원,경기도 고양시 덕양구 호국로 1391-1 (대자동),경기도 고양시 덕양구 대자동 299번지 16호   ,  02- 381-2607
이용업,카트실,"경기도 고양시 덕양구 서오릉로 414, 2(일부)층 (용두동)",경기도 고양시 덕양구 용두동 432번지 77호  외4필지 2층일부 ,  02- 358-0081
이용업,서울탕이용원,경기도 고양시 덕양구 마상로113번길 9 (주교동),경기도 고양시 덕양구 주교동 576번지 3호   ,
이용업,성민 이발소,"경기도 고양시 일산서구 덕이로 194 (덕이동,(1층))",경기도 고양시 일산서구 덕이동 804번지 5호  (1층) ,
이용업,원이용원,"경기도 고양시 일산서구 한류월드로 300, G201호 일부호 (대화동, 고양원마운트)",경기도 고양시 일산서구 대화동 2606번지  고양원마운트 G201일부호,
이용업,장흥이용원,경기도 고양시 덕양구 대터2로 3-1 (덕은동),경기도 고양시 덕양구 덕은동 142번지 7호   ,
이용업,고향이용원,"경기도 고양시 일산동구 백석로86번길 20-1 (백석동,102호 일부)",경기도 고양시 일산동구 백석동 1256번지  102호 일부 ,
이용업,통일탕내이용원,"경기도 고양시 덕양구 대양로 15 (대자동,2층)",경기도 고양시 덕양구 대자동 1150번지 22호  2층 ,
이용업,능곡탕이용원,경기도 고양시 덕양구 토당로12번길 53 (토당동),경기도 고양시 덕양구 토당동 863번지 4호   ,
이용업,행복한이발관,"경기도 고양시 덕양구 마상로113번길 1 (주교동, 1층일부)",경기도 고양시 덕양구 주교동 576번지 6호   ,
이용업,샘터이발관,"경기도 고양시 덕양구 충장로 118-31, 1층 105(일부)호 (행신동, 원스톱라이프상가)",경기도 고양시 덕양구 행신동 996번지 5호  원스톱라이프상가 1층 105호(일부) ,
이용업,서정헤어클럽,"경기도 고양시 덕양구 서정마을로 27, 서정마을상가동 105호 (행신동)",경기도 고양시 덕양구 행신동 1073번지  서정마을상가동 105호 ,
이용업,현대이용소(현대목욕탕 내),"경기도 고양시 덕양구 호국로 778-13, 지하1(일부)층 (성사동, 천인빌딩)",경기도 고양시 덕양구 성사동 698번지 3호  천인빌딩 지하1층(일부) ,
이용업,이발실,"경기도 고양시 덕양구 충경로 48, 진일프라자2차 701(일부)호 (행신동)",경기도 고양시 덕양구 행신동 757번지  진일프라자2차 701호일부 ,
이용업,명성이발관,"경기도 고양시 덕양구 지도로124번길 14-27, 1(일부)층 (토당동, 자성빌라(연립주택)단지내)",경기도 고양시 덕양구 토당동 26번지  자성빌라(연립주택)단지내 1(일부)층 ,
이용업,마제스티 스타필드고양점,"경기도 고양시 덕양구 고양대로 1955, 2(일부)층 (동산동, 스타필드 고양 쇼핑몰동)",경기도 고양시 덕양구 동산동 370번지  스타필드 고양 쇼핑몰동 2(일부)층 ,
이용업,명장이발관,"경기도 고양시 덕양구 삼송로 151, 1(일부)층 (삼송동)",경기도 고양시 덕양구 삼송동 74번지 1호  1층일부 ,
이용업,청춘이발관,"경기도 고양시 덕양구 유산길17번길 1, 1(일부)층 (내유동)",경기도 고양시 덕양구 내유동 674번지 9호  1(일부)층 ,
이용업,샘터황토이용원,"경기도 고양시 덕양구 충장로 118-23, 지층 001(일부)호 (행신동, 삼원탑프라자)",경기도 고양시 덕양구 행신동 996번지 7호  삼원탑프라자 지층001호일부 ,
이용업,행신,"경기도 고양시 덕양구 중앙로 454, 601(일부)호 (행신동)",경기도 고양시 덕양구 행신동 1082번지  601호일부 ,
이용업,천연미네랄천연염색머리방,"경기도 고양시 덕양구 지도로115번길 19-7, 1(일부)층 (토당동)",경기도 고양시 덕양구 토당동 96번지 3호  1층 일부 ,
이용업,소망이용원,"경기도 고양시 덕양구 토당로104번길 36, 1(일부)층 (토당동)",경기도 고양시 덕양구 토당동 54번지 3호  1(일부)층 ,
이용업,삼송퀸즈헤나,"경기도 고양시 덕양구 통일로 345, 유창프라자 3층 305(일부)호 (신원동)",경기도 고양시 덕양구 신원동 618번지  유창프라자 3층 305(일부)호 ,
이용업,바이닐바버샵,"경기도 고양시 덕양구 도래울안길 24, 1(일부)층 (도내동)",경기도 고양시 덕양구 도내동 1042번지  1(일부)층 ,
이용업,한라이발샵,"경기도 고양시 덕양구 삼송로 170, 1(일부)층 (삼송동)",경기도 고양시 덕양구 삼송동 135번지 73호  1층 일부 ,
이용업,백석이용원,"경기도 고양시 일산동구 중앙로 1048, 1층 151호 (백석동, 일산르미에르프라자)",경기도 고양시 일산동구 백석동 1297번지 2호  일산르미에르프라자 151호 ,
이용업,태후사랑,"경기도 고양시 일산동구 일산로441번길 88-10, 정발산동 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1173번지 15호   ,
이용업,우리이발관,"경기도 고양시 일산동구 성현로599번길 35, 1층 (사리현동)",경기도 고양시 일산동구 사리현동 118번지 1호  1층 ,
이용업,설문이용원,"경기도 고양시 일산동구 은마길 239-3, 1동 1층 일부호 (설문동)",경기도 고양시 일산동구 설문동 583번지 19호  외 1필지 1동 1층 일부호 ,
이용업,노스텔지어,"경기도 고양시 일산동구 중앙로1261번길 77, 한신메트로폴리스 111호 (장항동)",경기도 고양시 일산동구 장항동 864번지 2호  메트로폴리스 ,
이용업,레드폴바버샵일산2호점,"경기도 고양시 일산동구 무궁화로 20-11, 일산라페스타 F 2층 216 일부호 (장항동)",경기도 고양시 일산동구 장항동 761번지  라페스타 F ,
이용업,신라이용원,"경기도 고양시 일산서구 고양대로 673 (일산동, 지하1층)",경기도 고양시 일산서구 일산동 635번지 37호  지하1층 ,
이용업,중앙이용원,"경기도 고양시 일산서구 일산로725번길 51 (대화동,(1층))",경기도 고양시 일산서구 대화동 2152번지 4호  (1층) ,
이용업,백송 이용원,"경기도 고양시 일산서구 덕이로 212 (덕이동,외 2필지 백송프라자 지하2층)",경기도 고양시 일산서구 덕이동 1047번지 1호  외 2필지 백송프라자 지하2층 ,
이용업,대화사우나 이용원,"경기도 고양시 일산서구 일산로 662 (대화동,하나로프라자 B101호)",경기도 고양시 일산서구 대화동 2033번지  하나로프라자 B101호 ,
이용업,일산커트,"경기도 고양시 일산서구 원일로73번길 6 (일산동, 1층일부)",경기도 고양시 일산서구 일산동 596번지 3호  1층일부 ,
이용업,태후사랑,"경기도 고양시 일산서구 강성로 147, B101호 (주엽동, 동문시티프라자)",경기도 고양시 일산서구 주엽동 18번지 1호  동문시티프라자 B101호,
이용업,헤나킹,"경기도 고양시 일산서구 원일로21번길 42, 1층 104호 (일산동)",경기도 고양시 일산서구 일산동 2106번지   104호,
이용업,일산이용원,"경기도 고양시 일산서구 일중로15번길 82, 1층 일부호 (일산동)",경기도 고양시 일산서구 일산동 655번지 395호  1층 일부 ,
이용업,그래김컷,"경기도 고양시 일산서구 탄현로 144-103, 다영프라자 B101(일부, 자연에스파 내부)호 (탄현동)","경기도 고양시 일산서구 탄현동 98번지 6호  다영프라자, B101호일부(자연에스파 내부) ",
이용업,킹스맨,"경기도 고양시 일산서구 송포로 35, 대륙종합상가 121호 (대화동)",경기도 고양시 일산서구 대화동 1464번지 7호  대륙종합상가 121호,
이용업,현민네이발소,"경기도 고양시 일산서구 킨텍스로 282, 문촌마을19단지상가동 1층 109호 (주엽동)",경기도 고양시 일산서구 주엽동 126번지  문촌마을19단지 ,
이용업,머리염색,"경기도 고양시 일산서구 후곡로 37, 후곡마을상가동 108호 (일산동)",경기도 고양시 일산서구 일산동 1048번지  후곡마을상가동 108호,
이용업,세이프존,"경기도 고양시 일산서구 대화1로 63, 휴먼빌프라자 102호 (대화동)",경기도 고양시 일산서구 대화동 1656번지   ,
이용업,대화사우나 내 이용소,"경기도 고양시 일산서구 송포로 35, 대륙종합상가 지하2층 B201 일부호 (대화동)",경기도 고양시 일산서구 대화동 1464번지 7호  대륙종합상가 지하2층 B201호(일부) ,
이용업,암반수 이발소,"경기도 고양시 일산서구 중앙로 1560-34, 이마파킹프라자 비102 일부호 (대화동)",경기도 고양시 일산서구 대화동 2207번지  이마파킹프라자 비102 일부(대화 암반수 사우나 내) ,
이용업,대흥이용원,"경기도 고양시 덕양구 삼송로 281, 1층 일부호 (지축동)",경기도 고양시 덕양구 지축동 758번지 1호  1층일부 ,
이용업,정발산이용원,"경기도 고양시 일산동구 정발산로 47, 601일부호 (장항동, 웅신아트)",경기도 고양시 일산동구 장항동 847번지  웅신아트 601일부호,
이용업,남성헤어샾,"경기도 고양시 덕양구 통일로 1004 (관산동, (1층일부))",경기도 고양시 덕양구 관산동 687번지 47호  (1층일부) ,
이용업,능곡불가마 보석사우나 이용원,"경기도 고양시 덕양구 행당로 38 (행신동, 2층일부)",경기도 고양시 덕양구 행신동 653번지 22호  2층일부 ,
이용업,서일사우나내이용원,"경기도 고양시 덕양구 화중로 54, 서일빌딩 지하1층 (화정동)",경기도 고양시 덕양구 화정동 984번지  서일빌딩 지하1층 ,
이용업,카멜레온,"경기도 고양시 일산동구 산두로 231, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1118번지 2호   1층 일부호,
이용업,태양이용원,"경기도 고양시 덕양구 화신로 101, 지하(일부)층 (행신동)",경기도 고양시 덕양구 행신동 956번지  지하1층(일부) ,
이용업,화전이발,"경기도 고양시 덕양구 화랑로 59, 다동 1(일부)층 (화전동)",경기도 고양시 덕양구 화전동 579번지 3호  다동 1층일부 ,
이용업,굿모닝이용원,"경기도 고양시 일산동구 고양대로 1030, 일산훼미리굿모닝건강랜드나동 지하1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 861번지 3호   ,
이용업,머리염색방,"경기도 고양시 덕양구 마상로153번길 4 (성사동,1층일부)",경기도 고양시 덕양구 성사동 519번지 33호  1층일부 ,
숙박업(일반),스위트장,경기도 고양시 덕양구 토당로 88-9 (토당동),경기도 고양시 덕양구 토당동 335번지 45호   ,031 -978 -4179
숙박업(일반),대명장여관,"경기도 고양시 일산서구 일청로12번길 6 (일산동,번지)",경기도 고양시 일산서구 일산동 617번지 32호  번지 ,031 -976 -8845
숙박업(일반),덕수모텔,경기도 고양시 일산서구 원일로 85-13 (일산동),경기도 고양시 일산서구 일산동 591번지 29호   ,031 -976 -1415
숙박업(일반),태양모텔,"경기도 고양시 일산서구 고양대로685번길 34 (일산동, 2,3층)","경기도 고양시 일산서구 일산동 640번지 31호  2,3층 ",031 -975 -6644
숙박업(일반),빅토리아,"경기도 고양시 덕양구 화신로260번길 36 (화정동, 밀레니엄타워빌딩 5층 )",경기도 고양시 덕양구 화정동 977번지  밀레니엄타워 5층 ,031 -973 -3945
