업종,상호명,영업소도로명소재지,전화번호
노래연습장업,더블유 노래연습장,"경기도 고양시 일산동구 고양대로 739 (중산동,주은프라자 301호~302호)",
노래연습장업,K2노래연습장,"경기도 고양시 덕양구 화중로104번길 30 (화정동,한성리츠빌 301호)",070-8157-2002
노래연습장업,갤럭시노래연습장,"경기도 고양시 덕양구 서정마을1로 12 (행신동,3층 전체)",070-8818-1196
노래연습장업,애플,"경기도 고양시 덕양구 고양대로 1387, 지하2층호 (성사동, 성원코아)",
노래연습장업,k2노래연습장,"경기도 고양시 일산서구 하이파크3로 84, 301호 (덕이동, 신성프라자)",031-971-4294
노래연습장업,M 노래연습장,"경기도 고양시 일산동구 중앙로1275번길 60-30 (장항동,일산라페스타 B동 316호)",973-1504
노래연습장업,SBS노래연습장,"경기도 고양시 덕양구 마상로134번길 79 (주교동,지층)",031-967-6674
노래연습장업,샵 노래연습장,"경기도 고양시 일산동구 하늘마을1로 2, 203호 (중산동, 풍산프라자)",031-977-2848
노래연습장업,OK 노래연습장,"경기도 고양시 일산동구 무궁화로 20-38, 201,202-1호 (장항동, 로데오탑)",
노래연습장업,라페스타 노래연습장,"경기도 고양시 일산동구 무궁화로 20-11, F동 2층 210호 (장항동, 일산라페스타)",920-9650
노래연습장업,슈퍼스타노래연습장,"경기도 고양시 일산서구 일현로 38, 401호 (탄현동, 세진프라자)",
노래연습장업,궁,"경기도 고양시 덕양구 서정마을1로 4-13 (행신동, 정우빌딩 3층)",
노래연습장업,처음처럼 노래연습장,"경기도 고양시 일산동구 동국로 22-14, 2층 (식사동)",966-1232
노래연습장업,명품노래연습장,"경기도 고양시 일산서구 일현로 37, 301호 (탄현동, 순영빌딩)",031-911-8088
노래연습장업,뱅크,"경기도 고양시 덕양구 화중로 126, B07,B08호 (화정동)",
노래연습장업,썬 노래연습장,"경기도 고양시 일산동구 위시티로 59, 202호 (식사동, 썬 프라자)",9660995
노래연습장업,플레이스타 노래연습장,"경기도 고양시 일산동구 무궁화로 32-12, 211호 (장항동, 일산 라페스타E)",
노래연습장업,킹 노래연습장,"경기도 고양시 일산동구 고봉로 32-36, 402호 (장항동, 정안프라자)",
노래연습장업,에코 노래연습장,"경기도 고양시 일산동구 고봉로 32-36, 403호 (장항동, 정안프라자)",031-914-1005
노래연습장업,앗싸 노래연습장,"경기도 고양시 일산동구 일산로 71, 지층 B01호 (백석동)",070-4255-3566
노래연습장업,빈노래연습장,"경기도 고양시 일산서구 산현로17번길 7-14, 4층 (탄현동, 파워프라자)",
노래연습장업,JJ노래연습장,"경기도 고양시 덕양구 중앙로558번길 13, 제지1층 제지1호 (행신동, 능곡 삼성프라자)",
노래연습장업,삼쏭,"경기도 고양시 덕양구 삼송로205번길 12, 2층 (삼송동)",
노래연습장업,K1,"경기도 고양시 덕양구 충장로 20, 202호 (행신동)",
노래연습장업,첼시,"경기도 고양시 덕양구 서정마을1로 16, 2층 (행신동)",
노래연습장업,나인 노래연습장,"경기도 고양시 일산서구 일현로 54, 301호 (탄현동)",
노래연습장업,헤라,"경기도 고양시 덕양구 중앙로558번길 7-4, 201호 (행신동, 비전프라자)",978-5456
노래연습장업,나인,"경기도 고양시 덕양구 권율대로 890, 302호 (신원동, 중앙프라자)",
노래연습장업,황실노래연습장,"경기도 고양시 덕양구 충장로 11, 3층 (행신동, 동진빌딩)",031-938-0914
노래연습장업,로마 노래연습장,"경기도 고양시 일산동구 강송로73번길 53-17, 지하1층 (백석동)",
노래연습장업,썬 노래연습장,"경기도 고양시 일산동구 강송로73번길 53-10, 지층 (백석동)",
노래연습장업,SBS노래연습장,"경기도 고양시 덕양구 혜음로 41, 지하1층 (고양동)",031-963-5518
노래연습장업,수노래연습장,"경기도 고양시 덕양구 권율대로 894, 3층 (신원동, 새한일프라자)",
노래연습장업,스카이노래연습장,"경기도 고양시 덕양구 권율대로 885, 704호705호 (신원동, 태웅프라자)",
노래연습장업,샴푸 노래연습장,"경기도 고양시 일산동구 무궁화로 31-16, 301호 (장항동, 남정시티플라자 8차)",
노래연습장업,샛별노래연습장,"경기도 고양시 덕양구 마상로140번길 54, 4층 (주교동)",
노래연습장업,루비 노래연습장,"경기도 고양시 일산동구 무궁화로 19-14, 312,313호 (장항동, 로데오존)",
노래연습장업,자이노래연습장,"경기도 고양시 일산동구 위시티2로11번길 31, 205호 (식사동, 스타타워)",
노래연습장업,수 노래연습장,"경기도 고양시 일산동구 무궁화로 25-3, 406호 (장항동, 이레21 Ⅱ)",
노래연습장업,애플,"경기도 고양시 덕양구 삼원로 2, 302호303호 (삼송동, 삼원빌딩)",070-7567-9478
노래연습장업,세븐,"경기도 고양시 덕양구 지도로 38, 2층 (토당동)",031-979-1323
노래연습장업,오투,"경기도 고양시 덕양구 충장로 18, 2층 (행신동, 신영프라자)",
노래연습장업,스타,"경기도 고양시 덕양구 권율대로 886, 304호 (신원동, 호평프라자)",
노래연습장업,발리 노래연습장,"경기도 고양시 일산서구 일현로 50, 2층 (탄현동, 한동빌딩)",031-922-9433
노래연습장업,별밤,"경기도 고양시 덕양구 도래울로 103, 306호 (도내동)",031-811-2036
노래연습장업,명품소리야,"경기도 고양시 덕양구 화신로260번길 47, 701호 (화정동, 첼시빌딩)",
노래연습장업,널부르는소리야,"경기도 고양시 덕양구 화신로260번길 47, 702호 (화정동, 첼시빌딩)",
노래연습장업,애플,"경기도 고양시 덕양구 화신로260번길 47, 302호 (화정동, 첼시빌딩)",
노래연습장업,해피코인노래연습장,"경기도 고양시 일산동구 중앙로1261번길 57, 306호 (장항동, 레이크프라자)",
노래연습장업,송송 노래연습장,"경기도 고양시 일산동구 무궁화로 19-14, 203,204호 (장항동, 로데오존)",
노래연습장업,코인조이노래연습장,"경기도 고양시 일산동구 정발산로 39, 205호206호 (장항동, 대양빌딩)",
노래연습장업,둥지 노래연습장,"경기도 고양시 일산동구 무궁화로 19-14, 403.404.405호 (장항동, 로데오존)",
노래연습장업,동원노래연습장,"경기도 고양시 덕양구 고골길 5, 2층 (관산동)",
노래연습장업,화인노래연습장,"경기도 고양시 덕양구 혜음로 54, 지층 (고양동)",
노래연습장업,슈퍼스타코인노래연습장화정점,"경기도 고양시 덕양구 화신로272번길 58, 308호 (화정동, 영프라자빌딩)",
노래연습장업,블랙노래연습장,"경기도 고양시 덕양구 도래울로 104, 301호 (도내동, KB골든타워)",
노래연습장업,아지트,경기도 고양시 덕양구 벽제관로 지하 26 (고양동),964-9393
노래연습장업,별노래연습장,"경기도 고양시 덕양구 혜음로 56, 지하층 (고양동)",
노래연습장업,가왕코인노래연습장,"경기도 고양시 덕양구 화신로260번길 41, 304호 (화정동, 동성골드프라자)",
노래연습장업,썸코인,"경기도 고양시 덕양구 서정마을1로 20-10, 203호 (행신동, 근영타워)",
노래연습장업,클라스코인노래연습장,"경기도 고양시 일산동구 무궁화로 19-14, 307, 308호 (장항동, 로데오존)",
노래연습장업,탑동전노래연습장,"경기도 고양시 덕양구 화중로104번길 28, 208호 (화정동, 화정씨네마플러스)",
노래연습장업,퍼니노래연습장,"경기도 고양시 덕양구 화신로272번길 30, 201호 (화정동, JK프라자)",
노래연습장업,클라스코인,"경기도 고양시 덕양구 호국로790번길 17, 204-2호 (성사동, 영프라자)",
노래연습장업,Luxury 퍼펙트 코인노래연습장,"경기도 고양시 일산동구 일산로 251, 지하102호 (마두동, 산수빌딩)",
노래연습장업,송징,경기도 고양시 덕양구 무원로 68 (행신동),
노래연습장업,케팝코인 노래연습장,"경기도 고양시 일산동구 정발산로 27, 301, 302, 303호 (장항동, 진원프라자)",
노래연습장업,코인조이노래연습장,"경기도 고양시 일산서구 산현로 15, 202,203호 (탄현동, 무광프라자)",
노래연습장업,K팝코인노래연습장,"경기도 고양시 덕양구 호국로789번길 19, 2층 (주교동, 정하빌딩)",
노래연습장업,둥지동전노래연습장,"경기도 고양시 일산서구 산현로 7, 205호 (탄현동, 풍성프라자)",
노래연습장업,슈퍼스타코인 노래연습장 일산라페스타점,"경기도 고양시 일산동구 무궁화로 19-14, 214호 (장항동, 로데오존)",
노래연습장업,슈퍼스타 코인노래연습장 일산점,"경기도 고양시 일산동구 중앙로1261번길 55, 302호 (장항동)",
노래연습장업,희노래연습장,"경기도 고양시 덕양구 내유길 5, 지층 (내유동)",
노래연습장업,TOP코인노래연습장,"경기도 고양시 덕양구 통일로 770, 2층 (관산동)",
노래연습장업,클라스코인노래연습장,"경기도 고양시 덕양구 혜음로 35, 지층 (고양동)",
노래연습장업,썬노래연습장,"경기도 고양시 덕양구 통일로1154번길 15-19, 지하층 (내유동)",
노래연습장업,MOC 코인 노래연습장,"경기도 고양시 일산동구 중앙로 1048, 3층 309호 등 8개호 (백석동, 일산르메이에르프라자)",
노래연습장업,쥬얼리노래연습장,"경기도 고양시 덕양구 호국로789번길 32, 2층 (주교동, 동명빌딩)",
노래연습장업,세븐스타코인노래연습장,"경기도 고양시 일산동구 중산로 248, 3층 (중산동, 광진프라자)",
노래연습장업,joy king 동전 노래연습장,"경기도 고양시 일산동구 숲속마을로 50-70, 6층 (풍동, 영진프라자)",
노래연습장업,JK 노래연습장,"경기도 고양시 일산동구 정발산로42번길 60, 204~206호 (장항동)",
노래연습장업,궁노래연습장,"경기도 고양시 덕양구 통일로 773, 1층 (관산동)",031-969-6780
노래연습장업,POW 코인노래연습장,"경기도 고양시 일산서구 원일로 117, 204호 (일산동, MEGACITY)",
노래연습장업,세븐스타코인노래연습장(고양중부대점),"경기도 고양시 덕양구 동헌로 297, 2층 (대자동)",
노래연습장업,온에어코인 노래연습장 라페스타점,"경기도 고양시 일산동구 무궁화로 19-14, 201호 (장항동, 로데오존)",
노래연습장업,벤츠노래연습장,"경기도 고양시 일산서구 일현로 30, 201,202호 (탄현동, 대한베스트빌)",
노래연습장업,바그너노래연습장,"경기도 고양시 덕양구 충장로 22, 203~205호 (행신동, 탑프라자)",
노래연습장업,샵코인 노래연습장,"경기도 고양시 일산동구 하늘마을1로 2, 202호 (중산동, 풍산프라자)",
노래연습장업,궁 노래연습장,"경기도 고양시 일산서구 탄현로 7, 4층 (탄현동)",031-925-5515
노래연습장업,나비 노래연습장,"경기도 고양시 일산동구 무궁화로 34, 남정씨티프라자 409, 410호 (장항동)",
노래연습장업,얼쑤노래연습장,"경기도 고양시 덕양구 신원로 40-36, 다온빌딩 301호 (신원동)",
노래연습장업,엔젤스코인노래연습장 일산대화역점,"경기도 고양시 일산서구 중앙로 1567, 대화프라자 5층 503,4호 (대화동)",
노래연습장업,세븐팝동전노래연습장,"경기도 고양시 덕양구 화신로272번길 52, 원빈프라자 301호 (화정동)",
노래연습장업,JOYKING 동전노래연습장,"경기도 고양시 일산서구 중앙로 1575, 3층 302호 (대화동)",
노래연습장업,스타코인노래연습장,"경기도 고양시 덕양구 중앙로 560, 화성골드프라자 303~305호 (행신동)",
노래연습장업,JOYKING동전노래연습장,"경기도 고양시 덕양구 지도로35번길 22, 대복빌딩 지층 (토당동)",
노래연습장업,joyking 동전노래연습장,"경기도 고양시 일산동구 위시티로 55-14, 2층 (식사동)",
노래연습장업,탑스타코인 노래연습장,"경기도 고양시 일산동구 정발산로 33, 낙원프라자 306호 (장항동)",
노래연습장업,짱 노래연습장,"경기도 고양시 일산동구 고봉로 26-32, 양우로데오랜드 C동 207호 (장항동)",
노래연습장업,엔젤스 코인 노래연습장,"경기도 고양시 일산동구 고양대로 762, 201호 (중산동)",
노래연습장업,도래울노래연습장,"경기도 고양시 덕양구 도래울로 105, 아카메디 2층 204호 (도내동)",
노래연습장업,지니노래연습장,"경기도 고양시 덕양구 삼송로 8, 한일골드타워 202,203호 (원흥동)",
노래연습장업,노래야노래야 코인노래연습장 삼송점,"경기도 고양시 덕양구 권율대로 900, 삼송S프라자 501,502호 (신원동)",
노래연습장업,세븐스타코인 노래연습장 백석역점,"경기도 고양시 일산동구 일산로 46, 남정씨티프라자 211호 (백석동)",
노래연습장업,팡팡 노래연습장,"경기도 고양시 일산동구 고봉로 640, 2층 (성석동)",
노래연습장업,힐링동전노래연습장,"경기도 고양시 덕양구 무원로6번길 36, 남정씨티프라자6차 109호 (행신동)",
노래연습장업,샵투노래연습장,"경기도 고양시 일산동구 하늘마을1로 2, 풍산프라자 204호 (중산동)",
노래연습장업,엔젤스코인 노래연습장 마두역점,"경기도 고양시 일산동구 장백로 194, 위너스21 202호 (장항동)",
노래연습장업,토마토노래연습장,"경기도 고양시 덕양구 화신로272번길 34, 미주프라자빌딩 3층 (화정동)",978-7464
노래연습장업,엔젤스코인노래연습장,"경기도 고양시 덕양구 도래울로 105, 아카메디 304호 (도내동)",
노래연습장업,써니노래연습장,"경기도 고양시 덕양구 원흥4로 9, 아뜨리에프라자 503,504호 (원흥동)",
노래연습장업,두바이 노래연습장,"경기도 고양시 일산동구 고봉로 32-30, 금산빌딩  2층 (장항동)",070-8885-8950
노래연습장업,마돈나,"경기도 고양시 덕양구 화중로130번길 32, 파스텔프라자 지층 (화정동)",
노래연습장업,비트 코인노래연습장,"경기도 고양시 일산서구 일산로 557, 제일프라자 비104,비105,비106호 (일산동)",911-1040
노래연습장업,가로수노래연습장,"경기도 고양시 일산서구 주엽로 80, B233,B234,B235,B236,B237호 (대화동)",
노래연습장업,온에어코인노래연습장,"경기도 고양시 덕양구 고양대로1384번길 7-8, 유미빌딩 2층 (성사동)",
노래연습장업,판타스틱코인노래연습장 고양행신동점,"경기도 고양시 덕양구 서정마을1로 2, 도선빌딩 201호 (행신동)",
노래연습장업,캐슬노래연습장,"경기도 고양시 일산동구 고봉로 26-14, 양우로데오랜드 A동 208호 (장항동)",
노래연습장업,세븐스타코인노래연습장 고양스타필드점,"경기도 고양시 덕양구 동송로 33, 이편한세상시티삼송 상가동 2-037호 (동산동)",
노래연습장업,황실노래연습장,"경기도 고양시 덕양구 권율대로 896-12, 유아프라자 2층 203,204호 (신원동)",
노래연습장업,원흥 노래연습장,"경기도 고양시 덕양구 원흥3로 16, KB중앙타워 305호 (원흥동)",
노래연습장업,오페라 노래연습장,"경기도 고양시 일산동구 일산로 46, 남정씨티프라자 205호 (백석동)",
비디오물감상실업,지 비디오감상실,경기도 고양시 일산서구 원일로 82-1 (일산동),975-9181
비디오물감상실업,시네마 DVD 영화관,"경기도 고양시 일산서구 중앙로 1576, 603,604호 (대화동, 태진프라자)",031-921-9007
비디오물감상실업,시네마DVD영화관,"경기도 고양시 일산동구 중앙로1275번길 60-14,  403호 (장항동,고일프라자)",905-3008
비디오물감상실업,팝스 DVD 영화관,"경기도 고양시 일산동구 일산로 46,  304호 (백석동,남정씨티프라자)",
비디오물감상실업,엔피아DVD영화관,"경기도 고양시 덕양구 화신로260번길 37,  404,405호 (화정동,진솔프라자)",031-973-4942
비디오물감상실업,TAKE 5 DVD,"경기도 고양시 일산동구 무궁화로 20-11, F동 311호 (장항동,라페스타)",
비디오물감상실업,코코아 DVD 영화관,"경기도 고양시 일산동구 중앙로1261번길 55, 401호 (장항동,효산캐슬)",031-979-3507
비디오물감상실업,코코아DVD영화관,"경기도 고양시 일산동구 무궁화로 34, 403,404호 (장항동, 남정씨티프라자 Ⅱ)",901-3567
비디오물감상실업,씨네존DVD영화관,"경기도 고양시 덕양구 화신로 260-66, B01호 (화정동, 한빛하이죤)",070-4108-1248
인터넷컴퓨터게임시설제공업,인라이프 PC방,"경기도 고양시 덕양구 마상로 156,  201호 (성사동)",
인터넷컴퓨터게임시설제공업,조이락PC방,"경기도 고양시 덕양구 지도로103번길 7, B1호 (토당동)",
인터넷컴퓨터게임시설제공업,테라PC방,"경기도 고양시 덕양구 지도로 53, 2층호 (토당동)",031-968-9357
인터넷컴퓨터게임시설제공업,놀러와 PC,"경기도 고양시 일산동구 고양대로 739, 205호 (중산동, 주은프라자)",
인터넷컴퓨터게임시설제공업,엄지PC방,경기도 고양시 일산동구 일산로 233 (마두동),031-902-1236
인터넷컴퓨터게임시설제공업,스타덤PC일산탄현점,"경기도 고양시 일산서구 산현로 1, 201호 (탄현동, 대윤프라자)",
인터넷컴퓨터게임시설제공업,View PC방,"경기도 고양시 일산동구 일산로 16, 202호 (백석동,디아뜨크리스탈)",031-906-9177
인터넷컴퓨터게임시설제공업,NEXT PC방,"경기도 고양시 일산동구 일산로 453, 지하103호 (정발산동,신대성상가)",
인터넷컴퓨터게임시설제공업,멜론 PC방,"경기도 고양시 덕양구 충장로 20, 302호 (행신동,청원프라자)",
인터넷컴퓨터게임시설제공업,포시즌,"경기도 고양시 일산서구 일산로 559 (일산동, 성일빌딩)",
인터넷컴퓨터게임시설제공업,온게임PC방,"경기도 고양시 일산서구 일산로 574 (일산동, 경일빌딩)",
인터넷컴퓨터게임시설제공업,WOW PC,경기도 고양시 덕양구 화중로 128 (화정동),
인터넷컴퓨터게임시설제공업,탑PC방,경기도 고양시 덕양구 중앙로 472 (행신동),
인터넷컴퓨터게임시설제공업,RPM PC방,경기도 고양시 덕양구 중앙로 155-5  (화전동),
인터넷컴퓨터게임시설제공업,아이비스PC일산덕이점,"경기도 고양시 일산서구 덕이로 187, 1층 (덕이동)",
인터넷컴퓨터게임시설제공업,FF PC부스,"경기도 고양시 덕양구 은빛로 45  (화정동,503호)",
인터넷컴퓨터게임시설제공업,더존,"경기도 고양시 일산동구 중앙로 1194, 303~305호 (마두동,금강프라자)",031-905-1551
인터넷컴퓨터게임시설제공업,레알PC클럽,"경기도 고양시 일산서구 강선로 59 (주엽동, 동신파크)",
인터넷컴퓨터게임시설제공업,ZIP PC CLUB,"경기도 고양시 일산동구 고풍로 44-8 (풍동,3층)",031-974-8645
인터넷컴퓨터게임시설제공업,유니넷PC존 주엽점,"경기도 고양시 일산서구 강성로 101 (주엽동, 제일프라자)",
인터넷컴퓨터게임시설제공업,조이락,"경기도 고양시 덕양구 지도로35번길 36  (토당동,2층)",979-1928
인터넷컴퓨터게임시설제공업,Zen PC방 마두점,"경기도 고양시 일산동구 일산로 213 (마두동, 지하1층)",031-902-1236
인터넷컴퓨터게임시설제공업,아이비스 PC방 주엽역점,"경기도 고양시 일산서구 중앙로 1437, 3층 (주엽동, 화성프라자)",
인터넷컴퓨터게임시설제공업,고스트캐슬일산점,경기도 고양시 일산서구 일중로 72 (일산동),031-975-4634
인터넷컴퓨터게임시설제공업,스카이돔피시넷,"경기도 고양시 덕양구 행신로311번길 16 (행신동,3층)",
인터넷컴퓨터게임시설제공업,올레,"경기도 고양시 덕양구 유산길 3,  지하2층호 (내유동)",031-962-7706
인터넷컴퓨터게임시설제공업,타임PC방,"경기도 고양시 덕양구 행당로33번길 7-9, 지하1층호 (토당동)",031-938-6397
인터넷컴퓨터게임시설제공업,광 PC ZONE,"경기도 고양시 일산서구 대화로 140 (대화동, 2층)",070-7722-8699
인터넷컴퓨터게임시설제공업,애플PC방,"경기도 고양시 덕양구 중앙로 628 (화정동,예일프라자 307호)",
인터넷컴퓨터게임시설제공업,speed pc방,"경기도 고양시 일산서구 일산로 523, 지하1층 B101,B102호 (일산동, 보성상가)",
인터넷컴퓨터게임시설제공업,유니넷 PC방,"경기도 고양시 덕양구 충장로 140,  204~206호 (행신동,선프라자)",
인터넷컴퓨터게임시설제공업,오렌지PC방,"경기도 고양시 일산서구 고양대로632번길 60, 310호 (일산동, 이안아파트)",
인터넷컴퓨터게임시설제공업,피씨네오 일산후곡점(PCINEO),"경기도 고양시 일산서구 일산로 511 (일산동, 태성프라자)",
인터넷컴퓨터게임시설제공업,G2 ZONE PC방,"경기도 고양시 덕양구 중앙로557번길 8-9, 301호 (행신동, M&G 프라자)",031-912-1197
인터넷컴퓨터게임시설제공업,제노pc방,"경기도 고양시 덕양구 마상로114번길 50  (주교동,1층)",
인터넷컴퓨터게임시설제공업,누리존PC방,"경기도 고양시 덕양구 고양대로1384번길 6, 3층 (성사동, 삼보상가)",969-6594
인터넷컴퓨터게임시설제공업,펜타 PC방,"경기도 고양시 일산서구 중앙로 1567, 402~406호 (대화동, 대화프라자)",
인터넷컴퓨터게임시설제공업,스타PC방,경기도 고양시 덕양구 지도로103번길 31-6 (토당동),031-963-2185
인터넷컴퓨터게임시설제공업,스타덤PC일산본점,"경기도 고양시 일산동구 일산로 46, 604, 605호 (백석동,남정씨티프라자 3차)",031-932-7819
인터넷컴퓨터게임시설제공업,엑스존,"경기도 고양시 덕양구 토당로 130  (토당동,지하1층)",819-8937
인터넷컴퓨터게임시설제공업,애플존PC방,"경기도 고양시 덕양구 푸른마을로 6, 514호 (고양동,고양e-PLAZA)",
인터넷컴퓨터게임시설제공업,PC Maru,"경기도 고양시 일산서구 일현로 119, 4층 (탄현동, 동신빌딩)",
인터넷컴퓨터게임시설제공업,러시아워 정발산점,"경기도 고양시 일산동구 일산로 449, 2층호 (정발산동,엘지프라자)",
인터넷컴퓨터게임시설제공업,올리브 PC방,"경기도 고양시 일산동구 무궁화로 20-18, 406~407호 (장항동, 하임빌로데오빌딩)",
인터넷컴퓨터게임시설제공업,제노PC방,"경기도 고양시 일산동구 탄중로 324, 2층호 (중산동)",
인터넷컴퓨터게임시설제공업,온피씨방,"경기도 고양시 일산동구 무궁화로 31-2, 풍성프라자 203~206호 (장항동)",
인터넷컴퓨터게임시설제공업,올리브PC방,"경기도 고양시 일산동구 중앙로 1047, 310,311호 (백석동, 영림브레아)",
인터넷컴퓨터게임시설제공업,CORE PC ZONE,"경기도 고양시 덕양구 화신로 273  (화정동,명지프라자 606호)",979-4922
인터넷컴퓨터게임시설제공업,낼름낼름PC방,"경기도 고양시 덕양구 고양대로1384번길 7-5,  203호 (성사동,서강프라자)",
인터넷컴퓨터게임시설제공업,미션PC방,"경기도 고양시 일산서구 대산로211번길 8-1, B1층 (대화동, 일부)",
인터넷컴퓨터게임시설제공업,메트로pc방,"경기도 고양시 일산서구 중앙로 1426, 903,904호 (주엽동, 일송노브레스)",
인터넷컴퓨터게임시설제공업,스타 PC방,"경기도 고양시 일산동구 호수로 340-38, 203호 (백석동, 비잔티움일산1단지)",031-905-6068
인터넷컴퓨터게임시설제공업,스피드매니아가좌점,"경기도 고양시 일산서구 가좌로 30, 2층 (가좌동)",
인터넷컴퓨터게임시설제공업,파워인터넷pc방,"경기도 고양시 일산서구 호수로856번길 73-16 (대화동, 지층 일부)",
인터넷컴퓨터게임시설제공업,PC MARU,"경기도 고양시 일산서구 일산로 638, 2층 (대화동, 성저빌딩)",
인터넷컴퓨터게임시설제공업,FRIEND PC STATION,"경기도 고양시 덕양구 지도로 100 (토당동,2층202호)",
인터넷컴퓨터게임시설제공업,인터넷 챌린저 행신점,"경기도 고양시 덕양구 행신로 355  (행신동,1층)",
인터넷컴퓨터게임시설제공업,Mr.블루 PC방,"경기도 고양시 일산동구 강송로74번길 72-5 (백석동,지층)",031-932-0722
인터넷컴퓨터게임시설제공업,조이팝 PC방,"경기도 고양시 일산동구 강촌로26번길 7-21 (백석동,지층)",031-902-9946
인터넷컴퓨터게임시설제공업,올리브PC방,"경기도 고양시 일산서구 대산로 220, 3층 (대화동, 대진프라자)",
인터넷컴퓨터게임시설제공업,리치PC방,"경기도 고양시 일산서구 중앙로 1376, A-2-1,2,3,4호 (주엽동, 한양상가)",
인터넷컴퓨터게임시설제공업,즐PC방,"경기도 고양시 덕양구 토당로168번길 18  (토당동,2층)",
인터넷컴퓨터게임시설제공업,올리브PC방,"경기도 고양시 일산동구 고양대로 762, 304호 (중산동, 하늘빌딩)",
인터넷컴퓨터게임시설제공업,바로가기PC방,"경기도 고양시 일산동구 강송로74번길 72-15, 지층 (백석동)",
인터넷컴퓨터게임시설제공업,시즌PC카페,"경기도 고양시 덕양구 통일로768번길 12-5, 2층 (관산동)",070-8285-0456
인터넷컴퓨터게임시설제공업,사이버메카 원당점,"경기도 고양시 덕양구 호국로 804  (성사동,301,302호)",
인터넷컴퓨터게임시설제공업,1박2일PC방,"경기도 고양시 덕양구 고양대로1384번길 15 (성사동,301호)",
인터넷컴퓨터게임시설제공업,세븐투PC방,"경기도 고양시 일산서구 중앙로 1565, 302호 (대화동)",
인터넷컴퓨터게임시설제공업,포그네PC방,"경기도 고양시 일산동구 무궁화로 31-16, 201호 (장항동, 남정시티프라자8차)",
인터넷컴퓨터게임시설제공업,포그 PC,"경기도 고양시 일산서구 일청로 32, 지층 (일산동)",
인터넷컴퓨터게임시설제공업,와바PC방,"경기도 고양시 덕양구 화신로 267, 307,308호 (화정동,이프라자)",
인터넷컴퓨터게임시설제공업,인터라켄PC방,"경기도 고양시 덕양구 충경로 38, 208호 (행신동, 진일프라자)",
인터넷컴퓨터게임시설제공업,수피아PC방,"경기도 고양시 덕양구 서정마을1로 4-9, 401,402호 (행신동, 행신미라클프라자)",
인터넷컴퓨터게임시설제공업,리얼PC,"경기도 고양시 덕양구 신도2길 105 (삼송동,1층)",
인터넷컴퓨터게임시설제공업,놀러와PC방,"경기도 고양시 덕양구 호국로 781  (주교동,501호, 502호일부 (5층))",
인터넷컴퓨터게임시설제공업,샹떼PC방,"경기도 고양시 덕양구 원당로 61  (주교동,2층)",
인터넷컴퓨터게임시설제공업,스위티 PC방,경기도 고양시 덕양구 중앙로 560 (행신동),031-971-9667
인터넷컴퓨터게임시설제공업,PC몽PC방,"경기도 고양시 덕양구 화중로130번길 16  (화정동,인마인메모리빌딩 3층)",
인터넷컴퓨터게임시설제공업,몽pc방,"경기도 고양시 일산서구 킨텍스로 283, 4층 (대화동)",
인터넷컴퓨터게임시설제공업,VJK PC클럽,"경기도 고양시 덕양구 혜음로 50-1  (고양동,1층 일부)",
인터넷컴퓨터게임시설제공업,스위티피씨방,"경기도 고양시 덕양구 화정로 53 (화정동,새롬프라자 206호)",
인터넷컴퓨터게임시설제공업,피씨토랑,"경기도 고양시 덕양구 혜음로 50, 2층 (고양동)",
인터넷컴퓨터게임시설제공업,엔타민PC방,"경기도 고양시 덕양구 마상로140번길 62 (주교동,3층일부)",
인터넷컴퓨터게임시설제공업,즐겨찾기 PC방,"경기도 고양시 일산동구 정발산로 39, 206호 (장항동,대양빌딩 205호)",
인터넷컴퓨터게임시설제공업,PC쿡 중산점,"경기도 고양시 일산동구 탄중로 323, 202,203호 (중산동, 현대프라자)",
인터넷컴퓨터게임시설제공업,코스모피시방,"경기도 고양시 덕양구 원당로33번길 31  (주교동,101호(1층))",
인터넷컴퓨터게임시설제공업,유니넷PC방,"경기도 고양시 덕양구 서정마을1로 8  (행신동,미래프라자 402~403호)",
인터넷컴퓨터게임시설제공업,퀸푸드,"경기도 고양시 일산동구 숲속마을1로 77, 302,303,304호 (풍동, 그린메디피아)",
인터넷컴퓨터게임시설제공업,수피아PC방,"경기도 고양시 덕양구 행신로359번길 4-2  (행신동,지하1층)",
인터넷컴퓨터게임시설제공업,유니넷 PC방 중산동점,"경기도 고양시 일산동구 하늘마을1로 14, 303호 (중산동,조은프라자 302호,)",
인터넷컴퓨터게임시설제공업,수피아PC방,"경기도 고양시 덕양구 화중로 54 (화정동,서일빌딩 4층)",
인터넷컴퓨터게임시설제공업,셰프pc,"경기도 고양시 덕양구 중앙로 450, 5층 (행신동)",031-978-7110
인터넷컴퓨터게임시설제공업,놀러와PC방,"경기도 고양시 덕양구 무원로 2  (행신동,행신동센스빌1차 103호)",
인터넷컴퓨터게임시설제공업,쿠키피시방,"경기도 고양시 덕양구 중앙로 390 (행신동,3층일부 301~303호)",
인터넷컴퓨터게임시설제공업,유니크 PC방,"경기도 고양시 일산서구 고봉로 291, 213호, 214호 (일산동, 에이스스타디움)",
인터넷컴퓨터게임시설제공업,봉봉PC게임,"경기도 고양시 일산동구 고봉로 26-32, C동 208호 (장항동, 양우로데오랜드 )",
인터넷컴퓨터게임시설제공업,PC몬스터,"경기도 고양시 덕양구 화중로104번길 28, 201호 (화정동,화정씨네마플러스)",
