구분,단지명,지번,도로명주소,사업승인일,사용검사일,건물유형,층수,동수,세대수,관리소전화,fax,연면적(㎡),승강기
비의무,발전연립,중산동 25-115,"경기도 고양시 일산동구 약산길 25  (중산동, 발전빌라)  ",1981-02-14,1984-05-04,공동주택,2,3,32,,,2009.8,0
비의무,밤가시1단지(건영),정발산동 1170,"경기도 고양시 일산동구 일산로463번길 80  (정발산동, 밤가시건영빌라1단지)  ",1993-11-13,1996-03-13,연립주택,4,5,120,031-915-6912,031-915-6912,16684.39,0
비의무,밤가시 2단지(건영),정발산동 1144,"경기도 고양시 일산동구 일산로463번길 12  (정발산동, 밤가시건영빌라2단지)  ",1993-11-13,1996-02-15,연립주택,4,5,96,031-915-7172,031-813-7172,13113.65,0
비의무,밤가시 3단지(건영),정발산동 1141,"경기도 고양시 일산동구 산두로 270  (정발산동, 밤가시건영빌라3단지)  ",1993-11-13,1996-02-13,연립주택,4,6,66,031-915-1482,031-915-1481,15063.24,0
의무적,밤가시 4단지(건영),정발산동 1111,"경기도 고양시 일산동구 산두로 248  (정발산동, 밤가시건영빌라4단지)  ",1993-11-13,1996-02-15,연립주택,4,10,208,031-917-3915,031-813-3915,27038.67,0
비의무,밤가시 5단지(건영),정발산동 1116,"경기도 고양시 일산동구 산두로 228  (정발산동, 밤가시마을5단지건영빌라)  ",1993-11-13,1996-04-16,연립주택,4,10,120,031-915-4675,031-814-4675,20639.03,0
비의무,밤가시 6단지(건영),정발산동 1260,"경기도 고양시 일산동구 산두로 210  (정발산동, 밤가시건영빌라6단지)  ",1993-09-18,1997-01-21,연립주택,4,10,138,031-915-4676,031-915-4671,29977.25,0
의무적,밤가시 7단지(건영),정발산동 1266,"경기도 고양시 일산동구 산두로 180  (정발산동, 밤가시마을건영빌라7단지)  ",1993-11-13,1996-03-22,연립주택,4,12,216,031-915-4677,031-915-5696,29256.37,0
비의무,밤가시 8단지(건영),정발산동 1269,"경기도 고양시 일산동구 산두로 156  (정발산동, 밤가시건영빌라8단지)  ",1993-09-17,1996-03-29,연립주택,4,5,128,031-902-7422,031-815-7422,20906.1,0
비의무,밤가시 9단지(건영),"정발산동 1354,1356","경기도 고양시 일산동구 산두로 128  (정발산동, 밤가시마을9단지드림팰리스)  ",1993-09-18,1996-02-03,연립주택,4,12,144,031-905-2238,031-908-2234,32258.015,0
의무적,백마마을 1단지(삼성),마두동 755,"경기도 고양시 일산동구 일산로 241  (마두동, 백마마을1단지아파트)  ",1990-11-19,"1993-01-29, 1993-07-09",아파트,10월 25일,15,772,031-902-1865,031-904-5805,113236.13,25
의무적,백마마을 2단지(극동삼환),마두동 739,"경기도 고양시 일산동구 일산로 205  (마두동, 백마마을2단지아파트)  ",1990-11-19,"1992-09-29, 1993-08-09, 1993-08-19",아파트,11월 25일,13,806,031-901-6030,031-903-4929,136411.95,26
의무적,백마마을 3단지(금호한양),마두동 732,"경기도 고양시 일산동구 일산로 206  (마두동, 백마마을3단지아파트)  ",1993-03-29,1995-04-28,아파트,15-21,10,1116,031-813-9178,031-903-1348,117532.826,26
의무적,백마마을 4단지(청구한양),마두동 734,"경기도 고양시 일산동구 강촌로 191  (마두동, 백마마을4단지아파트)  ",1992-07-01,"1994-07-30, 1994-12-19",아파트,15-22,12,668,031-904-1981,031-904-1980,120232.472,20
의무적,백마마을 5단지(쌍용한성),마두동 717,"경기도 고양시 일산동구 경의로 333  (마두동, 백마마을5단지아파트)",1992-11-10,1994-11-15,아파트,10월 19일,16,1152,031-902-4748,031-902-4749,143349.04,36
의무적,백마마을 6단지(벽산),마두동 719,"경기도 고양시 일산동구 일산로 242  (마두동, 백마마을6단지아파트)  ",1992-09-03,1994-08-30,아파트,10월 19일,7,438,031-902-5279,031-811-5279,60411.14,15
의무적,백송마을 1단지(삼부),백석동 1187,"경기도 고양시 일산동구 강촌로 146  (백석동, 백송마을1단지아파트)  ",1990-11-19,1993-01-29,아파트,10월 18일,4,222,031-902-1921,031-814-1212,24402.576,8
의무적,백송마을 2단지(대림),백석동 1186,"경기도 고양시 일산동구 백석로 119  (백석동, 백송마을2단지아파트)  ",1990-11-19,1993-03-31,아파트,06월 20일,14,862,031-903-0512,031-903-2572,73315.73,36
의무적,백송마을 3단지(우성),백석동 1183,"경기도 고양시 일산동구 백석로 109  (백석동, 백송마을3단지아파트)  ",1990-11-19,1992-09-29,아파트,05월 15일,6,426,031-901-1073,031-811-1073,27447.5885,3
의무적,백송마을 3단지(한신),백석동 1183,"경기도 고양시 일산동구 백석로 109  (백석동, 백송마을3단지아파트)  ",1990-11-19,1992-09-29,아파트,05월 15일,6,436,031-901-6022,031-814-6022,27447.5885,4
의무적,백송마을 5단지(삼호풍림),백석동 1190,"경기도 고양시 일산동구 강촌로 114  (백석동, 백송마을5단지아파트)  ",1990-11-19,1992-08-30,아파트,05월 15일,12,786,031-901-0576,031-904-6721,74898.94,28
의무적,백송마을 6단지(대우벽산),백석동 1135,"경기도 고양시 일산동구 강촌로 192  (백석동, 백송마을6단지아파트)  ",1992-07-01,1994-06-29,아파트,12월 18일,6,456,031-904-1618,031-904-1603,47321.172,12
의무적,백송마을 7단지(임광),백석동 1136,"경기도 고양시 일산동구 백석로 175  (백석동, 백송마을7단지아파트) ",1992-07-01,1994-05-25,아파트,08월 15일,9,617,031-901-6848,031-811-7942,57825.125,18
의무적,백송마을 8단지(선경코오롱),백석동 1139,"경기도 고양시 일산동구 백석로 151  (백석동, 백송마을8단지아파트)  ",1992-07-01,1994-10-28,아파트,10월 18일,6,604,031-902-7517,031-907-2869,55529.04,16
의무적,백송마을 9단지(두산),백석동 1140,"경기도 고양시 일산동구 강촌로 166  (백석동, 백송마을9단지아파트)  ",1992-07-01,1994-09-03,아파트,14-19,6,462,031-902-3593,031-903-3593,48351.405,12
의무적,백송마을 10단지(건영),백석동 1145,"경기도 고양시 일산동구 일산로135번길 17  (백석동, 백송마을10단지건영빌라)  ",1993-09-17,1996-04-08,연립주택,4,8,152,031-902-7312,031-903-9094,16028.32,0
의무적,"사리현 동문1,2차 ","사리현동 186,187","경기도 고양시 일산동구 공릉천로 68  (사리현동, 동문아파트)  ",2001-03-06,2004-11-12,아파트,13-15,8,557,031-962-5530,031-962-6321,70763.71,19
의무적,사리현 동문3차,사리현동 189,"경기도 고양시 일산동구 공릉천로 66  (사리현동, 동문아파트)  ",2000-04-03,2005-04-13,아파트,15,5,266,031-962-6331,031-962-5538,34865.1878,9
비의무,산들마을1단지(대림2차),중산동1656,"경기도 고양시 일산동구 중산로 160-10  (중산동, 산들마을1단지아파트)  ",2000-05-25,2004-01-29,아파트,19,4,148,031-925-8260,031-925-8261,32205.8909,5
의무적,산들마을2단지(대림삼정),중산동 1651,"경기도 고양시 일산동구 고봉로278번길 17  (중산동, 산들마을2단지아파트)  ",1999-11-24,2002-09-19,아파트,18-24,8,692,031-922-3939,031-922-3960,140497.863,16
의무적,성원1차,풍동 532-35,"경기도 고양시 일산동구 고풍로 44-25  (풍동, 성원아파트)  ",1995-01-13,1998-02-26,아파트,10월 24일,10,892,031-905-4335,031-905-4337,"114,631.06",20
의무적,성원2차,풍동 551-34,"경기도 고양시 일산동구 고풍로 44-46  (풍동, 성원아파트)  ",1995-01-13,1998-02-25,아파트,17,2,201,031-905-4335,031-905-4337,"26,757.26",5
의무적,성원3차,풍동 551-1,"경기도 고양시 일산동구 고풍로 72-11  (풍동, 성원아파트)  ",1997-10-17,2000-06-29,아파트,10월 23일,5,333,031-908-7677,031-811-7677,41018.68,9
의무적,성원5차,풍동1222,"경기도 고양시 일산동구 고풍로 72-41  (풍동, 성원상떼빌5차아파트)  ",1998-11-05,2003-04-30,아파트,09월 20일,6,295,031-901-6006,031-901-6110,40143.6,10
의무적(임대),숲속마을1단지,풍동 1292,"경기도 고양시 일산동구 숲속마을1로 29-15  (풍동, 숲속마을1단지아파트)  ",2001-12-31,2007-11-10,아파트,16-20,8,1019,031-903-1750,031-903-1780,75674.541,16
의무적,숲속마을2단지,풍동 1286,"경기도 고양시 일산동구 숲속마을1로 55  (풍동, 숲속마을2단지아파트)  ",2002-12-07,2006-07-07,아파트,17-20,10,888,031-901-0997,031-901-0998,107362.696,24
의무적,숲속마을3단지,풍동 1283,"경기도 고양시 일산동구 숲속마을로 65  (풍동, 숲속마을3단지아파트)  ",2002-12-06,2006-09-20,아파트,18-20,5,382,031-901-7549,031-901-2095,50292.157,9
의무적(임대),숲속마을4단지,풍동 1265,"경기도 고양시 일산동구 숲속마을1로 86  (풍동, 숲속마을4단지아파트)  ",2001-06-30,2006-06-29,아파트,14-18,9,822,031-903-1980,031-906-1980,67737.735,26
의무적,숲속마을5단지,풍동 1267,"경기도 고양시 일산동구 숲속마을1로 87  (풍동, 숲속마을5단지아파트)  ",2004-05-13,2006-06-27,아파트,19-20,8,583,031-903-3960,031-903-3961,122003.46,16
의무적,숲속마을6단지,풍동 1268,"경기도 고양시 일산동구 숲속마을로 68  (풍동, 숲속마을6단지아파트)  ",2004-05-15,2006-09-28,아파트,20,9,730,031-905-3380,031-905-3381,152283.969,21
의무적(분양),숲속마을7단지,풍동 1261,"경기도 고양시 일산동구 숲속마을1로 116  (풍동, 숲속마을7단지아파트)  ",2001-12-31,2006-09-08,아파트,18-20,9,982,031-905-0630,031-905-0631,121675.419,25
의무적,숲속마을8단지,풍동 1258,"경기도 고양시 일산동구 숲속마을1로 115  (풍동, 숲속마을8단지아파트)  ",2001-12-31,2006-07-06,아파트,19-20,11,1034,031-905-0059,031-905-0068,96779.693,28
의무적,숲속마을9단지,풍동 1252,"경기도 고양시 일산동구 숲속마을로 195  (풍동, 숲속마을9단지아파트)  ",2004-05-15,2006-12-08,아파트,17-20,7,469,031-932-9423,031-932-9425,97198.7,17
의무적,숲속마을10단지,풍동 1223,경기도 고양시 일산동구 숲속마을2로 25  (풍동)  ,2004-03-02,2006-06-29,아파트,6~12,6,234,031-907-9966,031-906-3966,28198.923,10
의무적,쌍용아파트,풍동 1127-1,"경기도 고양시 일산동구 애니골길 7-27  (풍동, 쌍용아파트)  ",2000-03-08,"2002-04-30, 2002-06-26",아파트,15-18,7,238,031-815-0053,031-815-0054,58418.391,7
비의무,양지마을 1단지,정발산동 786,"경기도 고양시 일산동구 무궁화로76번길 12  (정발산동, 양지마을1단지건영빌라)  ",1993-09-18,1996-02-29,연립주택,4,9,108,031-905-4251,031-901-9946,23992.87,0
비의무,양지마을 2단지,정발산동 720,"경기도 고양시 일산동구 무궁화로75번길 15  (정발산동, 양지마을2단지건영빌라)  ",1993-09-18,1996-03-12,연립주택,4,12,147,031-914-4252,031-813-4252,24401.55,0
의무적,양지마을 3단지,정발산동 721,"경기도 고양시 일산동구 무궁화로75번길 45  (정발산동, 양지마을3단지건영빌라) ",1993-11-13,1996-04-12,연립주택,4,8,152,031-914-4253,031-911-4253,21188.37,0
의무적,양지마을 4단지,정발산동 696,"경기도 고양시 일산동구 대산로31번길 68  (정발산동, 양지마을4단지건영빌라)  ",1993-11-13,1996-03-12,연립주택,4,7,152,031-914-4254,031-914-4254,21671.72,0
의무적,양지마을 5단지,정발산동 676,"경기도 고양시 일산동구 대산로31번길 24  (정발산동, 양지마을5단지건영빌라)  ",1993-11-13,1996-04-12,연립주택,4,11,216,031-914-4255,031-914-4225,22957.26,0
의무적,에이스 12차,풍동 385-1,"경기도 고양시 일산동구 고풍로 20  (풍동, 에이스아파트)  ",1995-06-02,1998-07-04,아파트,11월 24일,1,202,031-907-5889,031-907-5889,24831.81,3
비의무,연세연립,중산동 19-2,"경기도 고양시 일산동구 약산길 35-28  (중산동, 연세연립)  ",1985-11-12,1986-11-04,연립주택,3,1,30,,,1833.12,0
의무적,요진와이하우스,풍동 1377,"경기도 고양시 일산동구 무궁화로 255  (풍동, 와이하우스)  ",2011-12-30,2013-04-26,연립주택,4,8,258,901-2977,031-902-2977,23614.72,11
의무적,위시티 휴먼빌,식사동 1533,경기도 고양시 일산동구 위시티2로11번길 11,2007-11-20,2014-08-29,주상복합,28,2,192,968-6554,031-968-6555,48515.479,4
의무적,위시티일산자이1단지,식사동 1487,"경기도 고양시 일산동구 위시티4로 80  (식사동, 위시티일산자이1단지아파트)  ",2007-10-22,2010-08-23,아파트,29-30,11,1244,969-7430,031-969-7434,276997.403,14
의무적,위시티일산자이2단지,식사동 1498,"경기도 고양시 일산동구 위시티4로 46  (식사동, 위시티일산자이2단지아파트)  ",2007-10-22,2010-09-24,아파트,27-30,18,1975,969-0142,031-969-0147,488098.7509,37
의무적,위시티블루밍3단지,식사동 1510,"경기도 고양시 일산동구 위시티4로 79  (식사동, 위시티블루밍3단지아파트)  ",2007-10-22,2010-10-29,아파트,20-30,16,1435,"031-962-0224, 031-969-5224",031-969-9224,341425.43,34
의무적,위시티일산자이4단지,식사동 1504,"경기도 고양시 일산동구 위시티4로 45  (식사동, 위시티일산자이4단지아파트)  ",2007-10-22,2010-08-23,아파트,29-30,12,1288,031-969-7480,031-969-7483,341076.4641,22
의무적,위시티블루밍5단지,식사동 1565,"경기도 고양시 일산동구 위시티1로 7  (식사동, 위시티블루밍5단지아파트)  ",2007-10-22,2010-10-29,아파트,30,8,915,031-962-0818,031-962-0813,211534.97,16
의무적,위시티자이주상복합,식사동 1528,경기도 고양시 일산동구 위시티2로11번길 45  (식사동)  ,2007-11-20,2010-09-20,주상복합,24-25,2,176,031-969-0174,031-969-0190,55009.88,6
의무적,은행마을1단지,풍동 174,"경기도 고양시 일산동구 은행마을로 16  (풍동, 은행마을1단지아파트)  ",2000-05-04,2002-10-25,아파트,18-20,10,964,031-814-9993,031-903-9993,115380.9952,25
의무적,은행마을2단지,식사동 910,"경기도 고양시 일산동구 은행마을로 62  (식사동, 은행마을2단지동문굿모닝힐아파트)  ",2000-03-11,2002-05-30,아파트,15,9,533,031-812-0013,031-812-0018,79067.434,20
의무적,은행마을3단지,식사동 1474,"경기도 고양시 일산동구 은행마을로 100  (식사동, 은행마을3단지아파트)  ",2001-10-26,2003-08-28,아파트,11월 20일,8,539,031-969-9338,031-969-9339,76494.6015,15
의무적,일산요진와이시티,백석동 1237,"경기도 고양시 일산동구 강송로 33(백석동, 일산요진와이시티)",2012-04-16,2016-09-30,주상복합,59,6,2404,031-903-2237,031-908-2237,"561,961.14",54
비의무,정발마을 1단지(건영),"마두동 821,821-1","경기도 고양시 일산동구 산두로 88  (마두동, 정발마을1단지건영빌라)  ",1993-09-18,1996-02-21,연립주택,4,12,144,031-905-2234,031-908-2234,24158.48,0
비의무,정발마을 2단지(건영),마두동 859,"경기도 고양시 일산동구 산두로 72  (마두동, 정발마을2단지건영빌라)  ",1993-09-17,1996-02-13,연립주택,4,7,136,031-905-2235,031-908-2234,19009.51,0
비의무,정발마을 3단지(건영),마두동 861,"경기도 고양시 일산동구 산두로 54  (마두동, 정발마을3단지건영빌라)  ",1993-11-13,1996-04-03,연립주택,4,9,126,031-905-2236,FAX없음,22044.08,0
의무적,정발마을 4단지(건영),마두동 867,"경기도 고양시 일산동구 산두로 26  (마두동, 정발마을4단지건영빌라)  ",1993-09-17,1996-03-12,연립주택,4,13,280,031-905-2237,031-903-7181,37986.09,0
비의무,정발마을 5단지(건영),마두동 1007,"경기도 고양시 일산동구 정발산로82번길 40  (마두동, 정발마을5단지건영빌라)  ",1993-11-13,1996-02-22,연립주택,4,3,24,031-905-2033,031-905-2034,5362.701,0
비의무,정발마을 6단지(건영),마두동 1006,"경기도 고양시 일산동구 정발산로82번길 30  (마두동, 정발마을6단지건영빌라)  ",1993-11-13,1996-02-12,연립주택,4,4,32,031-905-2033,031-905-2034,7562.62,0
비의무,정발마을 7단지(건영),마두동 1004,"경기도 고양시 일산동구 정발산로82번길 10  (마두동, 정발마을7단지)  ",1993-11-13,1996-03-15,연립주택,4,9,99,031-905-2033,031-905-2034,17586.52,0
비의무,정발마을 8단지(청구),"마두동 812,814","경기도 고양시 일산동구 정발산로 95  (마두동, 정발마을8단지청구빌라)  ",1995-12-15,1997-03-29,연립,4,5,69,031-907-4450,031-906-4450,12112.95,0
의무적,중산마을 1단지(두산2차),중산동 1555,"경기도 고양시 일산동구 고봉로 424  (중산동, 중산마을1단지아파트)  ",1993-11-24,1995-10-31,아파트,12,12,888,031-975-4541,031-813-4541,65924.844,31
의무적,중산마을 2단지(코오롱2차),중산동 1556,"경기도 고양시 일산동구 고봉로 422  (중산동, 중산마을2단지아파트)  ",1993-11-26,1995-10-30,아파트,12,14,978,031-977-0422,031-813-0422,77781.743,22
의무적,중산마을 3단지(일신건영,중산동 1554-2,"경기도 고양시 일산동구 중산로 260  (중산동, 중산마을3단지아파트)  ",1994-02-08,1995-11-29,아파트,12,6,552,031-977-6353,031-813-6353,50485.38,23
의무적,중산마을 5단지(건영동부),중산동 1575,"경기도 고양시 일산동구 탄중로 343  (중산동, 중산마을5단지아파트)  ",1994-07-12,1995-12-29,아파트,5,21,540,031-975-8025,031-975-1806,43614.48,21
의무적,중산마을 6단지(태영),중산동 1573,"경기도 고양시 일산동구 탄중로 344  (중산동, 중산마을6단지아파트)  ",1993-08-07,1995-04-28,아파트,11월 12일,6,413,031-975-5171,031-975-8794,40000.02,15
의무적,중산마을 7단지(코오롱1창),중산동 1573-7,"경기도 고양시 일산동구 중산로 206  (중산동, 중산마을7단지아파트)  ",1993-08-07,1995-03-31,아파트,12,6,336,031-977-8602,031-977-5322,62732.1,14
의무적,중산마을 8단지(대우삼성),중산동 1574,"경기도 고양시 일산동구 탄중로 398  (중산동, 중산마을8단지아파트)  ",1993-08-07,1995-03-29,아파트,12,12,720,031-976-8413,031-976-8414,127129.128,30
의무적,중산마을 9단지(두산한성),중산동 1566-2,"경기도 고양시 일산동구 탄중로 416  (중산동, 중산마을9단지아파트)  ",1993-11-24,1995-05-25,아파트,12,10,480,031-975-5731,031-975-5732,73431.8,20
의무적,중산마을 10단지(경남동신),중산동 1566,"경기도 고양시 일산동구 탄중로 430  (중산동, 중산마을10단지아파트)  ",1993-08-07,1995-03-31,아파트,11월 12일,10,608,031-976-4162,031-811-4163,70758.56,26
의무적,중산마을 11단지(현대1차),중산동 1575-4,"경기도 고양시 일산동구 탄중로 385  (중산동, 중산마을11단지아파트)  ",1994-05-06,1995-12-27,아파트,12,7,428,031-975-7842,031-975-7843,53930.99,18
비의무,중산마을 12단지(현대2차),중산동 1576,"경기도 고양시 일산동구 탄중로 403  (중산동, 중산마을12단지아파트)  ",1994-07-23,1996-05-27,아파트,11,3,110,031-976-1115,031-976-1115,21984.34,6
의무적,중앙하이츠빌1,풍동 417-2,"경기도 고양시 일산동구 고일로 171  (풍동, 중앙하이츠빌아파트)  ",1999-09-23,2001-01-05,아파트,15,4,270,031-906-0250,031-819-0250,31927.2524,9
비의무,중흥에스클레스,중산동 1720,"경기도 고양시 일산동구 하늘마을로 65  (중산동, 중흥에스클래스타운하우스)  ",2007-05-10,2008-10-31,연립주택,4,4,96,031-975-7250,031-975-7251,26758.9831,0
의무적,청원네이처빌,성석동 1077,"경기도 고양시 일산동구 고봉로658번길 63  (성석동, 청원네이처빌)  ",2001-07-21,2004-04-29,아파트,12,4,288,031-977-1646,031-977-1643,26534.482,12
의무적(임대),하늘마을1단지(주공),중산동 1680,"경기도 고양시 일산동구 중산로 101  (중산동, 하늘마을1단지아파트)  ",2001-12-31,2007-10-25,아파트,19-20,12,1378,031-975-1639,031-818-3090,114694.619,37
의무적(분양),하늘마을2단지(주공),중산동 1700,"경기도 고양시 일산동구 하늘마을로 94  (중산동, 하늘마을2단지아파트)  ",2002-11-06,2007-11-13,아파트,18-22,10,1000,031-975-2412,031-818-3091,125136.355,26
의무적(임대),하늘마을3단지(주공),중산동 1801,"경기도 고양시 일산동구 하늘마을1로 105  (중산동, 하늘마을3단지아파트)  ",2001-12-31,2007-06-14,아파트,18-20,6,583,031-975-1482,031-818-5301,50134.888,16
의무적(임대),하늘마을4단지(주공),중산동 1802,"경기도 고양시 일산동구 하늘마을1로 7  (중산동, 하늘마을4단지아파트)  ",2001-12-31,2007-06-14,아파트,16-20,7,782,031-975-1686,031-818-5300,52412.085,14
의무적,하늘마을5단지(주공),중산동 1800,"경기도 고양시 일산동구 하늘마을1로 25  (중산동, 하늘마을5단지아파트)  ",2001-12-31,2007-08-16,아파트,19-20,13,1150,031-977-3309,031-977-3320,144256.724,30
의무적,하늘마을6단지(주공),중산동1717,"경기도 고양시 일산동구 하늘마을로 76  (중산동, 하늘마을6단지아파트)  ",2006-09-29,2010-07-02,아파트,13-20,10,410,031-977-0178,031-977-0179,93595.43,13
의무적,현대그린,사리현동 466-1,"경기도 고양시 일산동구 성현로 508  (사리현동, 현대그린아파트)  ",1988-06-07,1990-04-05,아파트,5,5,380,031-963-2252,031-963-2252,21541.62,0
의무적,호수마을 1단지(대우),장항동 902,경기도 고양시 일산동구 중앙로 1129  (장항동),1993-09-17,1996-02-28,주상복합,26-27,3,388,031-904-7999,031-904-7998,320009.85,6
의무적,호수마을 2단지(현대),장항동 881,"경기도 고양시 일산동구 노루목로 100  (장항동, 호수마을2단지아파트)  ",1992-07-01,1994-10-29,아파트,10월 20일,15,1144,031-903-7243,031-903-7268,121426.509,29
의무적,호수마을 3단지(유원삼환),장항동 877,"경기도 고양시 일산동구 노루목로 80  (장항동, 호수마을3단지아파트)  ",1992-04-02,1994-08-31,아파트,12월 20일,17,876,031-904-3207,031-902-5303,164077.912,29
의무적,호수마을 4단지(럭키롯데),장항동 875,"경기도 고양시 일산동구 노루목로 79  (장항동, 호수마을4단지아파트)  ",1992-07-01,1994-07-29,아파트,12월 18일,8,472,031-903-3988,031-905-3932,90780.052,16
의무적,호수마을 5단지(청구),장항동 883,"경기도 고양시 일산동구 노루목로 99  (장항동, 호수마을5단지아파트)  ",1991-09-14,1994-02-28,아파트,15-20,8,668,031-904-1409,031-902-9509,71881.678,17
의무적,흰돌마을 1단지(금호),백석동 1194,"경기도 고양시 일산동구 중앙로 1124  (백석동, 흰돌마을1단지아파트)  ",1990-11-19,1994-04-09,주상복합,27-28,2,299,031-904-3990,031-903-7377,57359.541,4
의무적,흰돌마을 2단지(청구),백석동 1351,"경기도 고양시 일산동구 중앙로 1123  (백석동, 흰돌마을2단지아파트)  ",1993-11-13,1995-12-15,주상복합,23-26,3,276,031-905-2203,031-814-2203,40401.293,5
의무적,흰돌마을 3단지(국제한진),백석동 1349,"경기도 고양시 일산동구 백석로 26  (백석동, 흰돌마을3단지아파트)  ",1992-09-03,1994-08-30,아파트,10월 15일,11,816,031-902-4478,031-812-4477,74688.64,30
의무적(임대),흰돌마을 4단지(주공),백석동 1343,"경기도 고양시 일산동구 장백로 61  (백석동, 흰돌마을4단지아파트)  ",1992-12-28,1995-05-29,아파트,10월 15일,9,1141,031-903-5297,031-903-5298,53866.83,18
의무적,흰돌마을 5단지(서안),백석동 1344,"경기도 고양시 일산동구 일산로 11  (백석동, 흰돌마을5단지아파트)  ",1992-07-01,1994-06-09,아파트,09월 17일,9,628,031-904-6312,031-904-9647,57920.3,25
의무적,흰돌마을 6단지(라이프),백석동 1193,"경기도 고양시 일산동구 강송로125번길 52  (백석동, 흰돌마을6단지라이프타운)  ",1993-09-17,1994-10-28,연립주택,4,11,200,031-902-6377,031-901-7536,16530.69,0
비의무,흰돌마을 7단지(건영),백석동 1191,"경기도 고양시 일산동구 강송로125번길 16  (백석동, 흰돌마을7단지건영빌라)  ",1993-11-13,1996-04-03,연립주택,03월 04일,8,96,031-813-5085,031-816-5085,12017.14,0
의무적,일산 센트럴 아이파크(현대산업개발),중산동 1841,"경기도 고양시 일산동구 중산로 70(중산동, 일산센트럴아이파크)",2015-10-26,2018-05-29,아파트,25-32,12,1802,031-977-2256,031-977-2259,280966.6859,34
의무적,킨텍스원시티2블럭,장항동 1761,경기도 고양시 일산동구 월드고양로 19 (장항동),2015-12-31,2019-08-22,주상복합/아파트,49,5,959,031-926-3058,031-926-3059,185228.5752,25
의무적,킨텍스원시티3블럭,장항동 1762,경기도 고양시 일산동구 월드고양로 21 (장항동),2015-12-31,2019-08-22,주상복합/아파트,49,5,782,031-926-3058,031-926-3059,153973.512,21
의무적,일산2차아이파크,중산동 1842,경기도 고양시 일산동구 중산로 60,2017-08-02,2019-09-27,아파트,18-19,4,214,,,44935.3034,5
비의무,스타팰리스,풍동 588-1,경기도 고양시 일산동구 애니골길 46,2018-08-03,2019-10-28,다세대주택(도시형생활주택),4,10,87,,,5786.8843,12
의무적,가좌마을1단지(양우),가좌동 1090,"경기도 고양시 일산서구 가좌4로 29  (가좌동, 가좌마을1단지아파트)  ",2003-06-02,2005-10-26,아파트,17-19,5,459,031-811-0770,031-811-0769,55319.76,13
의무적,가좌마을2단지(대우),가좌동 1089,"경기도 고양시 일산서구 가좌3로 45  (가좌동, 가좌마을2단지아파트)  ",2002-12-05,2005-07-26,아파트,16-20,13,1210,031-923-2137,031-923-2139,154892.4,32
의무적,"가좌마을3단지(벽산,청원)",가좌동 1088,"경기도 고양시 일산서구 가좌2로 53  (가좌동, 가좌마을3단지아파트)  ",2000-05-31,2002-10-14,아파트,17-19,8,782,031-923-7090,031-813-7090,108165.984,22
의무적,가좌마을5단지(벽산),가좌동 1087,"경기도 고양시 일산서구 가좌1로 10  (가좌동, 가좌마을5단지아파트)  ",2003-03-20,2005-09-22,아파트,16-20,16,951,031-923-9944,031-816-9943,139897.851,26
의무적,가좌마을6단지(벽산),가좌동 1086,"경기도 고양시 일산서구 가좌2로 22  (가좌동, 가좌마을6단지아파트)  ",2003-03-20,2005-09-22,아파트,16-20,15,989,031-923-4217,031-914-4119,157425.678,26
의무적,가좌마을7단지(한화),가좌동 1105,"경기도 고양시 일산서구 송포로 207  (가좌동, 가좌마을7단지아파트)  ",2007-10-15,2010-03-29,아파트,20,8,545,031-921-8276~7,031-921-8278,117458.117,16
의무적,강선마을1단지(대우벽산),주엽동 36,"경기도 고양시 일산서구 대산로 106  (주엽동, 강선마을1단지아파트)  ",1992-04-02,1994-07-29,아파트,13-23,10,520,031-913-4371,031-817-4371,94771.76,16
의무적,강선마을2단지(경남),주엽동 38,"경기도 고양시 일산서구 강선로 116  (주엽동, 강선마을2단지아파트)  ",1992-04-02,1994-10-30,아파트,14-20,10,619,031-911-2134,031-911-3445,117155.2393,19
의무적,강선마을3단지(한신),주엽동 43,"경기도 고양시 일산서구 대산로 56  (주엽동, 강선마을3단지아파트)  ",1992-04-02,1994-05-04,아파트,10월 19일,7,538,031-912-7111,031-817-7111,50035.705,13
의무적,강선마을4단지(동신),주엽동 46,"경기도 고양시 일산서구 대산로 53  (주엽동, 강선마을4단지아파트)  ",1991-07-29,1993-08-30,아파트,10월 18일,10,624,031-912-3425,031-913-7359,66609.71,24
의무적,강선마을5단지(건영동부),주엽동 49,"경기도 고양시 일산서구 강선로 92  (주엽동, 강선마을5단지아파트)  ",1991-07-29,1994-01-28,아파트,13-18,10,528,031-912-1332,031-815-1332,99820.49,18
의무적,강선마을6단지(금호한양),주엽동 50,"경기도 고양시 일산서구 대산로 99  (주엽동, 강선마을6단지아파트)  ",1992-01-17,1995-01-17,아파트,14-25,12,556,031-913-5139,031-917-9551,94017.376,18
의무적,강선마을7단지(유원삼환),주엽동 65,"경기도 고양시 일산서구 강선로 71  (주엽동, 강선마을7단지아파트)  ",1991-07-29,1994-06-14,아파트,12월 25일,12,816,031-911-0638,031-816-0638,85610.23,26
의무적,"강선마을8단지(럭키,롯데)",주엽동 63,"경기도 고양시 일산서구 강선로 70  (주엽동, 강선마을8단지아파트)  ",1991-07-29,1993-11-26,아파트,15-18,12,966,031-912-0379,031-913-0591,102591.825,30
